TICI1,TICI2,TICI3,TICI4,TICI5,VEH1,VEH3,VEH4,VEH5,peptide_no,percent_sequence_coverage,mol_weight,q_value,score,intensity,msms_count,protein_ids,protein_names,gene_names
15562,18694,18334,20556,21570,17685,19246,18012,20324,3,27.6,16.284,0,4.6986,237010000,3,Q62760,Mitochondrial import receptor subunit TOM20 homolog,Tomm20
52932,47657,53482,54070,58073,51691,51006,49400,53668,2,16.2,15.49,0,16.524,936790000,6,Q75Q41,Mitochondrial import receptor subunit TOM22 homolog,Tomm22
6578.2,6724.6,7680.7,7610.5,9417.2,6849,7877.2,8579.5,8523.4,1,4.9,34.461,0,12.352,87399000,3,Q3KRD5,Mitochondrial import receptor subunit TOM34,Tomm34
105850,101200,118960,122270,134300,107910,119960,120590,132420,2,12.5,37.919,0,23.598,908180000,9,Q75Q40,Mitochondrial import receptor subunit TOM40 homolog,Tomm40
75362,56994,82740,69365,77565,71912,70980,67752,73110,4,6.4,67.444,0,9.06,1149100000,8,Q75Q39,Mitochondrial import receptor subunit TOM70,Tomm70a
29685,31053,35446,37427,39718,32660,35520,39080,42144,4,12.5,80.673,0,18.844,274450000,7,Q01992,Mitochondrial intermediate peptidase,Mipep
32299,43440,45237,55591,55487,30766,49794,54973,59997,2,33,12.454,0,12.113,433930000,4,P63031,Mitochondrial pyruvate carrier 1,Mpc1
40905,42511,49955,50991,53686,43248,50463,51877,54501,3,29.9,14.258,0,7.1836,309680000,5,P38718,Mitochondrial pyruvate carrier 2,Mpc2
11845,11127,14643,12299,14470,14300,11824,13089,14222,2,9,58.607,0,20.602,2486500000,7,P20069,Mitochondrial-processing peptidase subunit alpha,Pmpca
64910,54851,87658,63215,79287,74530,81220,68431,81098,4,14.5,54.265,0,31.619,1092900000,10,Q03346,Mitochondrial-processing peptidase subunit beta,Pmpcb
197950,225270,228460,229110,253220,204210,231300,235790,259480,10,32.4,41.275,0,43.924,6789500000,29,P63086,Mitogen-activated protein kinase 1,Mapk1
22301,13533,21177,16275,19764,25548,17743,14799,16710,2,6.4,41.321,0,6.068,227210000,4,P70618;Q9WTY9;Q63538;P49185;P49186;P49187,Mitogen-activated protein kinase 14;Mitogen-activated protein kinase 13;Mitogen-activated protein kinase 12;Mitogen-activated protein kinase 8;Mitogen-activated protein kinase 9;Mitogen-activated protein kinase 10,Mapk14;Mapk13;Mapk12;Mapk8;Mapk9;Mapk10
45956,44008,46147,49033,58325,53000,47337,48078,52031,7,26.8,43.08,0,36.368,612110000,9,P21708,Mitogen-activated protein kinase 3,Mapk3
1404000,1119900,1262400,1272100,1412800,1314600,1212000,1171700,1304000,43,65.7,67.738,0,207.16,65304000000,140,O35763,Moesin,Msn
34716,22686,36375,30728,29623,40555,36372,28929,28489,1,3.5,45.295,0,3.602,219580000,2,Q6AYT7,Monoacylglycerol lipase ABHD12,Abhd12
2177.8,1816.3,2698.3,2882.4,2955.2,2457.2,2677.1,2331.5,3225,1,6.5,38.311,0,4.8261,84902000,1,Q5XI64,Monoacylglycerol lipase ABHD6,Abhd6
9461.4,6975.1,7557.2,8636.9,8826.2,8596.1,7707.6,8496.4,9880.1,1,4.5,53.238,0.0099564,1.127,248270000,2,P53987,Monocarboxylate transporter 1,Slc16a1
9397.3,8872,10042,10144,10057,9237.8,8981.5,8619.4,9991.6,2,11.2,33.499,0,14.519,274920000,4,Q8R431,Monoglyceride lipase,Mgll
10995,9251.5,10733,9936.7,12928,12127,10755,10399,13235,1,3.1,48.08,0,2.555,52160000,1,P84025;O54835;O70436,Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 9;Mothers against decapentaplegic homolog 2,Smad3;Smad9;Smad2
257760,260970,270160,305530,340240,258010,322710,333970,356480,11,35.5,47.096,0,44.627,9118800000,35,P51583,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,Paics
39773,37777,38453,39939,49612,40829,41567,42888,47994,1,2.4,40.156,0,2.9355,385420000,3,F2Z3T4,Muscleblind-like protein 2,Mbnl2
247060,216210,275040,263360,294360,273390,276420,267730,282930,11,12.4,152.28,0,76.865,2648500000,35,O35821,Myb-binding protein 1A,Mybbp1a
127740,117660,133660,141720,159850,137140,136100,139500,150810,7,21.8,64.532,0,45.977,1823800000,19,O08839,Myc box-dependent-interacting protein 1,Bin1
315140,263250,289840,275720,358910,311310,280530,285060,330860,7,51,16.975,0,32.776,17728000000,28,Q64119,Myosin light polypeptide 6,Myl6
91863,112050,110390,122920,149880,77503,116510,120910,143830,8,54.7,19.838,0,12.017,1179900000,7,P18666,Myosin regulatory light chain 12B,Myl12b
652610,615940,636480,663020,880670,610190,650510,662880,789460,9,54.7,19.895,0,133.3,6007400000,17,P13832,Myosin regulatory light chain RLC-A,Rlc-a
269090,372140,353700,359000,450660,276070,391280,363090,438950,28,20.6,228.96,0,179.38,6183000000,45,Q9JLT0,Myosin-10,Myh10
2269300,1943400,2027000,2060000,2626600,2205000,1981000,2066600,2424300,75,44,226.34,0,323.31,50267000000,209,Q62812,Myosin-9,Myh9
152970,128660,151150,134230,162090,161550,154150,151720,162450,3,28,12.861,0,28.636,5542400000,11,P62775,Myotrophin,Mtpn
257090,257580,269100,258920,296970,228040,246700,231030,276250,6,30.1,29.794,0,91.659,18450000000,24,P30009,Myristoylated alanine-rich C-kinase substrate,Marcks
581080,523640,610070,675140,724820,607300,630160,699340,747200,13,56.8,31.426,0,78.754,10545000000,46,O08557,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Ddah1
270370,260830,318280,293030,327840,297960,333540,313590,329180,10,59.6,29.688,0,104.71,6301300000,26,Q6MG60,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",Ddah2
59097,43418,62976,49464,57987,58780,51177,48450,53964,2,5.9,38.83,0,16.575,698350000,5,Q9JJ19,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Slc9a3r1
10222,9255.6,10889,10350,11642,11796,11432,10496,13665,2,6.3,58.302,0,27.55,44739000,3,Q32KJ6,N-acetylgalactosamine-6-sulfatase,Galns
25899,12199,18805,14685,15723,28937,17210,16513,16449,2,10.6,35.115,0,20.256,461800000,4,Q66H59,N-acetylneuraminate lyase,Npl
27064,21553,28547,26465,28807,30139,27777,26015,28704,3,13.7,49.604,0,14.061,398770000,5,P51607,N-acylglucosamine 2-epimerase,Renbp
6944,4403.2,5590.1,4994.5,6966.8,7994.7,5423.9,5422.4,6102.8,1,3.3,48.116,0,1.9294,78943000,1,Q1HCL7,"NAD kinase 2, mitochondrial",Nadk2
588350,759640,597920,706800,969900,831230,596580,716750,986630,14,51.8,30.946,0,101.26,18274000000,59,P05982,NAD(P)H dehydrogenase [quinone] 1,Nqo1
38258,35494,43772,41348,43465,40828,41432,44975,42674,4,15.4,39.319,0,16.857,350870000,6,Q5RJQ4,NAD-dependent protein deacetylase sirtuin-2,Sirt2
95226,109070,111630,126920,141700,96514,129830,129440,135360,5,22,40.493,0,44.075,2514700000,16,Q561S0,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Ndufa10
56022,55427,66207,59729,77929,56637,70068,65591,71370,2,40.4,14.854,0,23.852,1368400000,8,Q80W89,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Ndufa11
106940,112340,121870,124820,138080,112970,130950,131330,136780,7,24.9,42.559,0,35.467,1018500000,17,Q5BK63,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Ndufa9
5477.5,4593.1,7447.7,5371.8,5978.4,4635.4,5666,5236.4,6107.4,1,5,48.715,0,4.759,48393000,1,Q5XI79,"NADH dehydrogenase [ubiquinone] complex I, assembly factor 7",Ndufaf7
43253,37789,47966,44641,51298,49778,50573,47493,51692,2,9.7,27.378,0,11.05,1220900000,7,P19234,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Ndufv2
23786,20255,26383,23075,25816,27866,26155,25180,25470,4,15.3,52.561,0,14.556,729940000,5,Q641Y2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",Ndufs2
60155,63922,77623,81447,93202,56559,86354,88535,91086,2,21.1,19.74,0,22.691,477120000,6,Q5XIF3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",Ndufs4
9480.5,9344.3,12189,10955,14535,9561.1,11778,11993,13468,1,12.9,12.782,0,3.59,703950000,3,P52504,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Ndufs6
4931.4,3331.5,5136.8,3336,4147.2,5594.7,3849.2,3234.1,3716,1,5.9,34.222,0.0019072,1.6478,24468000,1,Q5EB81,NADH-cytochrome b5 reductase 1,Cyb5r1
192100,164730,206240,193340,225310,213740,210240,199110,223980,6,28.2,34.174,0,61.747,1713000000,13,P20070,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,Cyb5r3
350250,319320,421620,376540,438560,404090,425540,410020,431100,18,40.7,79.411,0,216.26,5788500000,40,Q66HF1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Ndufs1
201940,212880,220700,251760,258590,225150,225790,258290,272960,10,28.7,64.002,0,63.985,2930500000,27,P13697,NADP-dependent malic enzyme,Me1
392300,356630,400160,438070,429790,372980,393360,383060,402000,13,29.2,76.962,0,129.23,4536100000,32,P00388,NADPH--cytochrome P450 reductase,Por
7923.8,5378,7612,5967.8,7727,8797.4,7328.7,6761.7,7021,1,3.3,27.622,0,1.9381,76449000,1,Q4V8K3,N-alpha-acetyltransferase 11,Naa11
3632.7,3988.4,5612,4046.1,4751.1,4713,4282.1,4683.8,4950.7,1,1.4,132.97,0,6.2388,23082000,1,P47245,Nardilysin,Nrd1
102710,124950,132980,139870,158940,105450,138260,141860,148000,7,9.6,128.86,0,53.477,1363200000,17,P55161,Nck-associated protein 1,Nckap1
20900,24532,20388,26793,28002,18784,25580,26702,30409,2,34.6,8.9723,0,19.037,931130000,6,Q71UE8,NEDD8,Nedd8
63893,68654,70320,73043,82727,61202,70224,75368,82998,5,26.2,51.723,0,25.386,922920000,11,Q99MI7,NEDD8-activating enzyme E1 catalytic subunit,Uba3
944570,847230,1089000,1058300,1273900,1100000,1479700,1457100,1603700,37,29.2,208.79,0,323.31,15544000000,89,P21263,Nestin,Nes
62266,58268,71420,64388,81499,65783,66059,64033,74887,3,4.5,89.645,0,6.1371,508220000,7,O35274,Neurabin-2,Ppp1r9b
54098,52911,65409,65318,66935,53930,71457,66195,65213,6,7.3,94.657,0,16.879,1942600000,10,P13596,Neural cell adhesion molecule 1,Ncam1
28762,19966,31348,26085,30229,35831,28390,28448,31007,1,4.1,22.245,0.0087173,1.1417,77997000,2,Q5PQN0;P84076,Neurocalcin-delta;Neuron-specific calcium-binding protein hippocalcin,Ncald;Hpca
113810,103580,115530,110960,125410,98324,107070,104390,112380,6,13.9,80.253,0,15.218,990430000,12,P42676,"Neurolysin, mitochondrial",Nln
32506,52825,44304,52582,57277,30174,56787,61132,68985,2,7.5,28.973,0,2.926,1919900000,8,Q9JJK1,Neuronal membrane glycoprotein M6-b,Gpm6b
29100,24274,31800,31688,36311,26881,21626,23177,21558,1,2.9,68.178,0,10.159,357500000,4,P20156,Neurosecretory protein VGF;VGF(24-63);VGF(180-194);VGF(375-407);Neuroendocrine regulatory peptide-1;Neuroendocrine regulatory peptide-2;TLQP-11;TLQP-21;TLQP-30;TLQP-62;HFHH-10;AQEE-30;LQEQ-19,Vgf
111190,96963,119550,124920,137480,116620,123230,122940,131530,5,33.6,14.173,0,32.76,2250700000,13,P55770,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",Nhp2l1
63981,51409,57447,57053,64214,63200,48501,51258,52656,4,8.6,84.73,0,14.617,349070000,6,B4F7E8,Niban-like protein 1,Fam129b
4029.4,3894.6,5297.8,4150.8,5657.6,5042.7,4945.6,4480.2,5112.1,2,8.2,62.992,0,19.768,198710000,2,Q5XIA1,Nicalin,Ncln
32298,24900,36660,29895,33989,39892,34952,31086,31323,2,2.7,78.399,0,7.404,373480000,4,Q8CGU6,Nicastrin,Ncstn
682400,433500,458970,475060,428560,251780,216890,223790,236500,9,25.3,55.437,0,89.654,4575300000,29,Q80Z29,Nicotinamide phosphoribosyltransferase,Nampt
25525,26004,35995,31781,37674,27036,35774,32646,38657,4,15.6,58.564,0,22.892,596300000,6,Q6XQN1,Nicotinate phosphoribosyltransferase,Naprt
7744.8,7454.1,8238.2,7794,7379.5,7536.9,6345,5994.1,5564.8,1,13.2,16.539,0,14.532,106710000,3,P70617,Ninjurin-1,Ninj1
17936,16176,21680,17090,22268,19469,19578,20156,20996,2,2.5,166.5,0,8.0022,134840000,2,Q4G017,Nischarin,Nisch
42728,45520,54338,48820,56758,47510,51954,50440,50011,3,17.7,36.093,0,29.099,1078600000,11,Q7TQ94,Nitrilase homolog 1,Nit1
40585,51454,52420,57726,66015,45804,69764,62408,70760,2,17.8,9.3654,0,3.2455,3899700000,5,P18437,Non-histone chromosomal protein HMG-17,Hmgn2
179990,176630,205610,191960,262690,203410,198920,208320,254450,8,15.3,60.583,0,25.693,1871000000,15,Q62736,Non-muscle caldesmon,Cald1
298350,245930,340280,292140,340560,333110,316330,295200,327510,14,35.7,54.925,0,52.128,8013500000,34,Q5FVM4,Non-POU domain-containing octamer-binding protein,Nono
231700,333850,272540,365600,360300,203880,307210,364630,396890,9,14.8,58.813,0,54.048,6856500000,29,P11915,Non-specific lipid-transfer protein,Scp2
209820,183600,239680,208990,235940,235760,226160,216420,221660,10,38.6,40.679,0,83.779,4085600000,23,O35987,NSFL1 cofactor p47,Nsfl1c
8440.1,5883.9,8350.7,7961.8,8536.2,7141.4,7399.6,7547.1,8467.4,1,4.6,89.125,0,6.871,130850000,2,Q5M9F8,N-terminal kinase-like protein,Scyl1
25106,16858,25581,20805,23799,29139,22834,21987,23767,1,3.1,25.464,0.0019157,1.7183,38828000,3,Q5BJX0,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",Ntmt1
67922,61181,82278,68927,88925,77176,83598,72368,83442,5,7,84.199,0,29.715,671630000,7,Q66HD3,Nuclear autoantigenic sperm protein,Nasp
27333,28741,30510,31424,35753,27882,32238,32109,34282,3,4.7,91.91,0,14.662,94714000,3,Q56A27,Nuclear cap-binding protein subunit 1,Ncbp1
155660,117570,140560,132870,151140,140910,122500,124950,134460,6,20.2,38.412,0,31.717,3430400000,15,Q63525,Nuclear migration protein nudC,Nudc
32833,29866,36585,33317,39059,35874,36571,34306,36831,3,2.9,155,0,10.534,218760000,5,P37199,Nuclear pore complex protein Nup155,Nup155
5254.1,6306.8,7322.3,6661,7983.3,6005.3,6323.9,6732.6,7376.1,1,4.7,49.817,0,7.6166,293820000,3,O08587,Nuclear pore complex protein Nup50,Nup50
10041,9706.5,11749,10546,12166,9872,10160,11557,14344,2,4.3,74.881,0,7.799,209110000,3,Q4QQS8,Nuclear pore complex protein Nup85,Nup85
2450.1,2655,2919.4,2740.9,2882,3077.5,2925.9,3304.3,3413.5,1,0.8,197.28,0,9.0146,14367000,1,P49793,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,Nup98
34994,40734,40312,46607,54296,35440,43765,47213,52419,2,6.7,53.396,0,15.234,325880000,5,P17955,Nuclear pore glycoprotein p62,Nup62
8527.5,8385.5,8403.9,9120.4,8904.4,6722.4,8572.4,8988.5,10011,1,10.1,22.787,0,4.5611,90465000,2,P63140,Nuclear transcription factor Y subunit beta,Nfyb
74347,69897,82670,76975,91051,78107,84254,80636,89964,4,51.2,14.478,0,29.969,3911300000,10,P61972,Nuclear transport factor 2,Nutf2
59556,53147,70040,61340,69373,64231,68017,62121,67824,2,7,27.14,0,4.5027,3790200000,9,Q9EPJ0,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,Nucks1
225890,212810,204570,246710,248810,159090,197060,206620,215530,4,23.9,35.73,0,79.808,8717400000,14,P62961,Nuclease-sensitive element-binding protein 1,Ybx1
105870,101360,114480,112190,133640,110700,113950,110150,126780,7,20.5,53.506,0,19.577,1115300000,11,Q63083,Nucleobindin-1,Nucb1
29663,21401,29198,25270,29684,27322,26057,21606,23362,1,2.1,50.09,0,2.9683,250240000,3,Q9JI85,Nucleobindin-2;Nesfatin-1,Nucb2
39034,39588,46380,49297,52050,39733,48936,51678,52413,4,5.8,73.563,0,6.51,1156300000,11,P41777,Nucleolar and coiled-body phosphoprotein 1,Nolc1
65175,68945,72957,78963,83313,65291,75026,74663,78434,3,9.7,60.07,0,12.662,1247100000,12,Q9QZ86,Nucleolar protein 58,Nop58
180620,128380,201560,184420,207210,220210,207100,191840,189610,5,9.7,85.965,0,53.119,2085200000,13,Q3B8Q1,Nucleolar RNA helicase 2,Ddx21
969470,956820,1039800,1161900,1264000,970990,1123900,1159500,1205100,34,41.1,77.146,0,140.8,36593000000,114,P13383,Nucleolin,Ncl
286700,217490,282400,287400,316100,312930,269050,278050,279520,8,32.5,32.56,0,43.524,18335000000,30,P13084,Nucleophosmin,Npm1
47953,34318,49200,41032,47441,67413,46001,42875,46837,4,2.3,267.3,0,29.093,673260000,5,F1MA98,Nucleoprotein TPR,Tpr
113370,114020,127270,131850,150830,118470,134740,144910,154130,11,80.3,17.193,0,18.799,3141000000,13,Q05982,Nucleoside diphosphate kinase A,Nme1
661440,777210,737140,809620,942480,641640,766790,827990,910000,11,74.3,17.283,0,79.602,72133000000,72,P19804,Nucleoside diphosphate kinase B,Nme2
384330,353120,416210,416580,486470,391850,401710,430350,465080,6,25.1,45.203,0,78.289,6607800000,30,Q9Z2G8,Nucleosome assembly protein 1-like 1,Nap1l1
240010,234310,271610,265550,302910,269220,272920,270920,301640,6,25.4,43.916,0,40.298,2854400000,19,Q5U2Z3,Nucleosome assembly protein 1-like 4,Nap1l4
15937,19152,18658,21502,21619,12918,17955,19110,20259,1,2.6,52.349,0,3.1899,85448000,4,Q6P6S4,Nucleotide exchange factor SIL1,Sil1
5483.5,4480.1,7155.2,5339.7,6883.8,6177.5,5448.5,5120.7,5860.6,1,2.7,63.099,0,3.0572,11582000,1,Q562B4,Nucleus accumbens-associated protein 2,Nacc2
67845,49606,66053,57900,70673,77134,62202,63688,70865,2,23.6,17.674,0,17.317,435890000,4,Q5M823,NudC domain-containing protein 2,Nudcd2
83163,75336,80291,77415,95234,96253,79963,83373,97432,2,11,26.751,0,21.93,527710000,7,Q5U1X1,"Oligoribonuclease, mitochondrial",Rexo2
231680,204100,257780,255170,276040,230350,259180,267280,267950,7,38.8,30.701,0,51.972,1587900000,16,Q497B0,Omega-amidase NIT2,Nit2
27466,21832,26531,23132,25823,25804,19978,17810,23896,2,5.9,64.727,0,5.8058,126650000,2,Q9QXY4,Opioid growth factor receptor,Ogfr
376710,385230,468250,515470,526480,420130,535940,566870,532840,12,53.1,48.332,0,103.62,7261600000,34,P04182,"Ornithine aminotransferase, mitochondrial",Oat
132640,50730,98699,68111,74103,138170,73611,64957,66053,2,14.5,23.668,0,14.181,1376200000,11,Q6P686,Osteoclast-stimulating factor 1,Ostf1
11182,8894,13661,13042,13940,11665,11624,11550,13422,1,4.7,49.278,0,4.3783,59548000,1,Q3B7D0,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",Cpox
26849,19213,33540,20475,26100,35948,27694,23191,26948,1,1.7,107.76,0,5.4378,204260000,4,Q8K4M9,Oxysterol-binding protein-related protein 1,Osbpl1a
12327,10418,12087,12377,13563,11211,12213,12311,12601,1,4.7,68.391,0,6.6261,122090000,2,Q64663,P2X purinoceptor 7,P2rx7
29440,22833,40531,24998,33055,39768,44556,30315,39109,4,19.3,34.455,0,13.321,1029500000,7,P45479,Palmitoyl-protein thioesterase 1,Ppt1
617.46,458.25,986.24,504.53,968.72,847.15,901.9,912.12,1278.5,1,3.7,86.102,0,3.9309,12478000,1,Q7TT47,Paraplegin,Spg7
17632,14897,20014,17311,21655,21396,20868,19757,23214,2,3.4,58.759,0.0081352,1.2521,49432000,1,Q4KLH4,Paraspeckle component 1,Pspc1
47187,62511,55187,65232,73697,39066,60060,64249,73044,2,22.5,11.559,0,19.872,2583100000,7,P04550,Parathymosin,Ptms
7645.6,7112.9,6282.3,6138.2,6899.6,7861,5890.3,6373,6455.7,1,12.7,11.925,0,2.3279,25605000,1,P02625,Parvalbumin alpha,Pvalb
29254,26713,31856,28627,34703,29903,30905,29607,33428,2,10.4,64.018,0,25.616,1347600000,8,Q66H76,Paxillin,Pxn
74718,79525,96262,93509,105320,79374,105150,97521,103810,6,11.7,59.638,0,13.994,1524700000,10,Q812D1,PC4 and SFRS1-interacting protein,Psip1
17458,15895,17521,16462,21226,14765,15889,15557,19963,1,9.5,35.584,0,11.577,168940000,2,P52944,PDZ and LIM domain protein 1,Pdlim1
131690,103240,138370,121020,149780,152530,165740,168860,183760,8,35.8,35.521,0,51.074,3946600000,21,P36202,PDZ and LIM domain protein 4,Pdlim4
280910,264410,314630,280700,357550,300200,309170,294020,335830,13,27.4,63.201,0,79.782,5779100000,30,Q62920,PDZ and LIM domain protein 5,Pdlim5
13743,14333,14404,15733,18475,14094,16172,16229,17382,1,4.6,30.012,0,3.9324,78017000,1,Q641Z8,Peflin,Pef1
22335,11119,15834,11706,13267,22397,11941,11467,14047,2,3.5,74.676,0.0044136,1.434,38478000,3,Q5XI55,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Ngly1
1082200,1366600,1001000,1468200,1524400,910980,1199000,1453600,1543000,14,75.6,17.874,0,85.687,1.23E+11,76,P10111,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",Ppia
164450,175480,173770,195070,209230,149580,167350,172350,178520,9,46.3,23.802,0,47.635,10942000000,27,P24368,Peptidyl-prolyl cis-trans isomerase B,Ppib
182670,172710,209540,201280,225700,191530,199760,199610,219960,9,27.6,40.765,0,31.585,3548300000,22,Q6DGG0,Peptidyl-prolyl cis-trans isomerase D,Ppid
87712,70849,96760,64884,77233,101320,81477,66440,70565,3,40.7,11.922,0,44.415,15100000000,13,Q62658,Peptidyl-prolyl cis-trans isomerase FKBP1A,Fkbp1a
109570,94003,107500,108000,122240,111130,111970,107940,116410,4,9.4,51.45,0,7.4967,843880000,10,Q9QVC8,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",Fkbp4
74115,56035,83695,65924,79875,77044,74804,66832,76569,3,12.9,43.555,0,22.131,475700000,5,Q3B7U9,Peptidyl-prolyl cis-trans isomerase FKBP8,Fkbp8
